value,time
11.00,73544
12.00,73545
10.00,73546
15.00,73547
16.00,73548
10.00,73549
12.00,73550
16.00,73551
17.00,73552
11.00,73553
11.00,73554
12.00,73555
16.00,73556
15.00,73557
10.00,73558
10.00,73559
15.00,73560
17.00,73561
12.00,73562
12.00,73563
9.00,73564
15.00,73565
15.00,73566
13.00,73567
12.00,73568
11.00,73569
17.00,73570
15.00,73571
11.00,73572
11.00,73573
12.00,73574
16.00,73575
14.00,73576
10.00,73577
12.00,73578
15.00,73579
14.00,73580
11.00,73581
11.00,73582
15.00,73583
17.00,73584
12.00,73585
11.00,73586
13.00,73587
15.00,73588
16.00,73589
11.00,73590
11.00,73591
14.00,73592
16.00,73593
12.00,73594
12.00,73595
12.00,73596
15.00,73597
14.00,73598
12.00,73599
10.00,73600
13.00,73601
16.00,73602
13.00,73603
11.00,73604
13.00,73605
15.00,73606
14.00,73607
11.00,73608
10.00,73609
15.00,73610
16.00,73611
14.00,73612
11.00,73613
11.00,73614
16.00,73615
15.00,73616
12.00,73617
11.00,73618
14.00,73619
16.00,73620
15.00,73621
10.00,73622
11.00,73623
16.00,73624
16.00,73625
12.00,73626
10.00,73627
12.00,73628
16.00,73629
13.00,73630
11.00,73631
10.00,73632
14.00,73633
16.00,73634
13.00,73635
10.00,73636
13.00,73637
15.00,73638
15.00,73639
11.00,73640
11.00,73641
12.00,73642
15.00,73643
14.00,73644
11.00,73645
11.00,73646
14.00,73647
15.00,73648
14.00,73649
11.00,73650
12.00,73651
14.00,73652
16.00,73653
11.00,73654
11.00,73655
13.00,73656
16.00,73657
14.00,73658
10.00,73659
14.00,73660
13.00,73661
15.00,73662
14.00,73663
10.00,73664
10.00,73665
14.00,73666
15.00,73667
13.00,73668
11.00,73669
12.00,73670
13.00,73671
13.00,73672
13.00,73673
11.00,73674
9.00,73675
11.00,73676
15.00,73677
15.00,73678
11.00,73679
9.00,73680
10.00,73681
12.00,73682
15.00,73683
15.00,73684
12.00,73685
10.00,73686
13.00,73687
14.00,73688
14.00,73689
12.00,73690
10.00,73691
13.00,73692
15.00,73693
13.00,73694
12.00,73695
10.00,73696
13.00,73697
15.00,73698
15.00,73699
11.00,73700
10.00,73701
13.00,73702
15.00,73703
14.00,73704
10.00,73705
10.00,73706
13.00,73707
15.00,73708
14.00,73709
11.00,73710
11.00,73711
13.00,73712
16.00,73713
13.00,73714
16.00,73715
10.00,73716
12.00,73717
15.00,73718
13.00,73719
10.00,73720
10.00,73721
13.00,73722
16.00,73723
12.00,73724
10.00,73725
12.00,73726
15.00,73727
16.00,73728
12.00,73729
12.00,73730
12.00,73731
15.00,73732
15.00,73733
12.00,73734
12.00,73735
11.00,73736
16.00,73737
14.00,73738
11.00,73739
11.00,73740
12.00,73741
15.00,73742
16.00,73743
11.00,73744
10.00,73745
13.00,73746
16.00,73747
14.00,73748
11.00,73749
10.00,73750
14.00,73751
16.00,85171
10.00,85172
16.00,85173
10.00,85174
16.00,85175
11.00,85176
12.00,85177
10.00,85178
9.00,85179
13.00,85180
14.00,85181
13.00,85182
11.00,85183
9.00,85184
13.00,85185
19.00,85186
13.00,85187
12.00,85188
9.00,85189
10.00,85190
14.00,85191
14.00,85192
14.00,85193
11.00,85194
10.00,85195
15.00,85196
15.00,85197
13.00,85198
11.00,85199
13.00,85200
15.00,85201
14.00,85202
11.00,85203
8.00,85204
10.00,85205
15.00,85206
14.00,85207
13.00,85208
11.00,85209
11.00,85210
15.00,85211
14.00,85212
12.00,85213
10.00,85214
12.00,85215
17.00,85216
12.00,85217
10.00,85218
10.00,85219
18.00,85220
9.00,85221
16.00,85222
12.00,85223
10.00,85224
11.00,85225
12.00,85226
14.00,85227
11.00,85228
10.00,85229
12.00,85230
14.00,85231
14.00,85232
12.00,85233
10.00,85234
13.00,85235
16.00,85236
13.00,85237
11.00,85238
11.00,85239
12.00,85240
16.00,85241
14.00,85242
11.00,85243
11.00,85244
13.00,85245
15.00,85246
12.00,85247
10.00,85248
12.00,85249
13.00,85250
15.00,85251
13.00,85252
12.00,85253
12.00,85254
15.00,85255
14.00,85256
12.00,85257
10.00,85258
13.00,85259
14.00,85260
13.00,85261
10.00,85262
11.00,85263
14.00,85264
14.00,85265
11.00,85266
11.00,85267
12.00,85268
14.00,85269
14.00,85270
12.00,85271
9.00,85272
11.00,85273
14.00,85274
15.00,85275
12.00,85276
10.00,85277
9.00,131155
16.00,131156
10.00,131157
14.00,131158
15.00,131159
16.00,131160
11.00,131161
17.00,131162
10.00,131163
13.00,131164
12.00,131165
11.00,131166
13.00,131167
9.00,131168
14.00,131169
12.00,131170
14.00,131171
14.00,131172
15.00,131173
16.00,131174
10.00,131175
16.00,131176
12.00,131177
13.00,131178
15.00,131179
12.00,131180
13.00,131181
12.00,131182
13.00,131183
11.00,131184
14.00,131185
12.00,131186
11.00,131187
14.00,131188
10.00,131189
14.00,131190
10.00,131191
15.00,131192
12.00,131193
15.00,131194
13.00,131195
11.00,131196
15.00,131197
10.00,131198
15.00,131199
11.00,131200
14.00,131201
12.00,131202
12.00,131203
12.00,131204
15.00,131205
15.00,131206
9.00,131207
13.00,131208
15.00,131209
9.00,131210
13.00,131211
12.00,131212
12.00,131213
14.00,131214
10.00,131215
15.00,131216
8.00,131217
12.00,131218
15.00,131219
10.00,131220
16.00,131221
10.00,131222
14.00,131223
12.00,131224
13.00,131225
14.00,131226
9.00,131227
13.00,131228
12.00,131229
11.00,131230
15.00,131231
11.00,131232
16.00,131233
12.00,131234
13.00,131235
14.00,131236
12.00,131237
13.00,131238
12.00,131239
15.00,131240
12.00,131241
12.00,131242
14.00,131243
10.00,131244
17.00,131245
10.00,131246
15.00,131247
13.00,131248
11.00,131249
12.00,131250
14.00,131251
16.00,131252
11.00,131253
14.00,131254
12.00,131255
11.00,131256
15.00,131257
9.00,131258
14.00,131259
13.00,131260
11.00,131261
15.00,131262
9.00,131263
12.00,131264
14.00,131265
10.00,131266
15.00,131267
11.00,131268
14.00,131269
13.00,131270
10.00,131271
15.00,131272
10.00,131273
13.00,131274
12.00,131275
12.00,131276
13.00,131277
10.00,131278
15.00,131279
11.00,131280
15.00,131281
11.00,131282
11.00,131283
16.00,131284
10.00,131285
15.00,131286
10.00,131287
13.00,131288
12.00,131289
11.00,131290
15.00,131291
9.00,131292
12.00,131293
15.00,131294
10.00,131295
15.00,131296
11.00,131297
14.00,131298
12.00,131299
14.00,131300
15.00,131301
11.00,131302
17.00,131303
11.00,131304
13.00,131305
13.00,131306
11.00,131307
14.00,131308
11.00,131309
15.00,131310
11.00,131311
15.00,131312
12.00,131313
12.00,131314
15.00,131315
11.00,131316
15.00,131317
10.00,131318
13.00,131319
14.00,131320
10.00,131321
16.00,131322
12.00,131323
13.00,131324
14.00,131325
10.00,131326
15.00,131327
9.00,131328
15.00,131329
14.00,131330
11.00,131331
15.00,131332
10.00,131333
22.00,131334
14.00,131335
11.00,131336
15.00,131337
10.00,131338
15.00,131339
11.00,131340
13.00,131341
13.00,131342
11.00,131343
15.00,131344
10.00,131345
16.00,131346
12.00,131347
12.00,131348
59.00,134300
11.00,154202
10.00,154203
16.00,154204
15.00,154205
15.00,154206
11.00,154207
13.00,154208
15.00,154209
10.00,154210
14.00,154211
10.00,154212
14.00,154213
16.00,154214
9.00,154215
14.00,154216
11.00,154217
12.00,154218
15.00,154219
10.00,154220
13.00,154221
13.00,154222
10.00,154223
15.00,154224
11.00,154225
15.00,154226
12.00,154227
13.00,154228
14.00,154229
11.00,154230
16.00,154231
10.00,154232
14.00,154233
13.00,154234
11.00,154235
16.00,154236
11.00,154237
14.00,154238
12.00,154239
11.00,154240
15.00,154241
10.00,154242
15.00,154243
12.00,154244
10.00,154245
16.00,154246
10.00,154247
15.00,154248
11.00,154249
13.00,154250
14.00,154251
10.00,154252
17.00,154253
12.00,154254
12.00,154255
14.00,154256
11.00,154257
16.00,154258
11.00,154259
13.00,154260
13.00,154261
12.00,154262
16.00,154263
10.00,154264
14.00,154265
11.00,154266
12.00,154267
15.00,154268
11.00,154269
16.00,154270
11.00,154271
13.00,154272
14.00,154273
11.00,154274
16.00,154275
12.00,154276
15.00,154277
13.00,154278
12.00,154279
14.00,154280
12.00,154281
15.00,154282
10.00,154283
13.00,154284
12.00,154285
12.00,154286
16.00,154287
11.00,154288
13.00,154289
12.00,154290
11.00,154291
16.00,154292
11.00,154293
14.00,154294
11.00,154295
13.00,154296
13.00,154297
11.00,154298
16.00,154299
9.00,154300
15.00,165741
16.00,165742
10.00,165743
10.00,165744
12.00,165745
15.00,165746
10.00,165747
16.00,165748
12.00,165749
13.00,165750
13.00,165751
12.00,165752
14.00,165753
11.00,165754
15.00,165755
10.00,165756
14.00,165757
11.00,165758
12.00,165759
13.00,165760
11.00,165761
14.00,165762
9.00,165763
12.00,165764
14.00,165765
11.00,165766
14.00,165767
10.00,165768
16.00,165769
10.00,165770
15.00,165771
11.00,165772
12.00,165773
13.00,165774
12.00,165775
13.00,165776
10.00,165777
16.00,165778
9.00,165779
11.00,165780
14.00,165781
10.00,165782
15.00,165783
10.00,165784
16.00,165785
13.00,165786
13.00,165787
14.00,165788
12.00,165789
15.00,165790
10.00,165791
14.00,165792
10.00,165793
14.00,165794
12.00,165795
12.00,165796
14.00,165797
11.00,165798
15.00,165799
11.00,165800
14.00,165801
12.00,165802
14.00,165803
14.00,165804
11.00,165805
14.00,165806
12.00,165807
16.00,165808
11.00,165809
13.00,165810
13.00,165811
11.00,165812
14.00,165813
10.00,165814
16.00,165815
10.00,165816
15.00,165817
13.00,165818
13.00,165819
14.00,165820
10.00,165821
16.00,165822
11.00,165823
14.00,165824
13.00,165825
11.00,165826
15.00,165827
10.00,165828
16.00,165829
10.00,165830
15.00,165831
14.00,165832
12.00,165833
15.00,165834
15.00,165835
16.00,165836
10.00,165837
14.00,165838
12.00,165839
11.00,177281
10.00,177282
10.00,177283
12.00,177284
16.00,177285
15.00,177286
11.00,177287
13.00,177288
12.00,177289
11.00,177290
14.00,177291
11.00,177292
16.00,177293
11.00,177294
16.00,177295
11.00,177296
13.00,177297
12.00,177298
14.00,177299
14.00,177300
11.00,177301
13.00,177302
11.00,177303
15.00,177304
10.00,177305
15.00,177306
11.00,177307
15.00,177308
12.00,177309
12.00,177310
14.00,177311
11.00,177312
15.00,177313
8.00,177314
14.00,177315
12.00,177316
12.00,177317
14.00,177318
10.00,177319
15.00,177320
9.00,177321
13.00,177322
14.00,177323
10.00,177324
15.00,177325
11.00,177326
16.00,177327
10.00,177328
14.00,177329
12.00,177330
12.00,177331
15.00,177332
11.00,177333
14.00,177334
11.00,177335
15.00,177336
11.00,177337
13.00,177338
13.00,177339
12.00,177340
15.00,177341
10.00,177342
17.00,177343
10.00,177344
12.00,177345
12.00,177346
12.00,177347
14.00,177348
12.00,177349
15.00,177350
10.00,177351
15.00,177352
11.00,177353
15.00,177354
13.00,177355
12.00,177356
14.00,177357
9.00,177358
14.00,177359
11.00,177360
15.00,177361
15.00,177362
10.00,177363
16.00,177364
11.00,177365
14.00,177366
12.00,177367
12.00,177368
20.00,177369
9.00,177370
15.00,177371
13.00,177372
13.00,177373
15.00,177374
11.00,177375
16.00,177376
11.00,177377
15.00,177378
11.00,177379
13.00,177380
14.00,177381
11.00,177382
14.00,177383
10.00,177384
16.00,177385
10.00,177386
13.00,177387
14.00,177388
13.00,177389
15.00,177390
11.00,177391
16.00,177392
11.00,177393
14.00,177394
11.00,177395
13.00,177396
13.00,177397
11.00,177398
14.00,177399
10.00,177400
15.00,177401
12.00,177402
14.00,177403
12.00,177404
11.00,177405
13.00,177406
11.00,177407
15.00,177408
11.00,177409
14.00,177410
11.00,177411
9.00,177412
15.00,177413
11.00,177414
15.00,177415
9.00,177416
11.00,177417
15.00,177418
11.00,177419
14.00,177420
13.00,177421
12.00,177422
12.00,177423
10.00,177424
16.00,177425
10.00,177426
17.00,177427
11.00,177428
13.00,177429
15.00,177430
12.00,177431
14.00,177432
8.00,177433
13.00,177434
15.00,177435
10.00,177436
16.00,177437
12.00,177438
13.00,177439
12.00,177440
12.00,177441
16.00,177442
10.00,177443
16.00,177444
11.00,177445
13.00,177446
15.00,177447
11.00,177448
16.00,177449
10.00,177450
14.00,177451
10.00,177452
13.00,177453
14.00,177454
10.00,177455
16.00,177456
10.00,177457
14.00,177458
12.00,177459
13.00,177460
15.00,177461
11.00,177462
15.00,177463
11.00,177464
13.00,177465
14.00,177466
9.00,177467
13.00,177468
12.00,177469
11.00,177470
16.00,177471
11.00,177472
17.00,177473
10.00,188954
13.00,188955
13.00,188956
16.00,188957
10.00,188958
14.00,188959
10.00,188960
13.00,188961
9.00,188962
13.00,188963
15.00,188964
10.00,188965
15.00,188966
10.00,188967
16.00,188968
10.00,188969
14.00,188970
11.00,188971
14.00,188972
12.00,188973
9.00,188974
16.00,188975
11.00,188976
14.00,188977
13.00,188978
12.00,188979
13.00,188980
12.00,188981
16.00,188982
10.00,188983
16.00,188984
9.00,188985
13.00,188986
15.00,188987
10.00,188988
15.00,188989
10.00,188990
13.00,188991
11.00,188992
12.00,188993
14.00,188994
10.00,188995
15.00,188996
11.00,188997
14.00,188998
11.00,188999
13.00,189000
13.00,189001
12.00,189002
15.00,189003
10.00,189004
14.00,189005
12.00,189006
12.00,189007
14.00,189008
9.00,189009
13.00,189010
14.00,189011
11.00,189012
15.00,189013
