value,time,,
41.00,7216,,
38.00,7217,,
44.00,7218,,
42.00,7219,,
41.00,7220,,
43.00,7221,,
46.00,7222,,
38.00,7223,,
40.00,7224,,
44.00,7225,,
42.00,7226,,
41.00,7227,,
44.00,7228,,
40.00,7229,,
39.00,7230,,
44.00,7231,,
43.00,7232,,
41.00,7233,,
43.00,7234,,
45.00,7235,,
38.00,7236,,
41.00,7237,,
45.00,7238,,
40.00,7239,,
41.00,7240,,
46.00,7241,,
42.00,7242,,
38.00,7243,,
44.00,7244,,
45.00,7245,,
39.00,7246,,
42.00,7247,,
43.00,7248,,
37.00,7249,,
43.00,7250,,
44.00,7251,,
37.00,7252,,
41.00,7253,,
45.00,7254,,
38.00,7255,,
37.00,7256,,
45.00,7257,,
43.00,7258,,
37.00,7259,,
42.00,7260,,
45.00,7261,,
39.00,7262,,
43.00,7263,,
45.00,7264,,
37.00,7265,,
40.00,7266,,
45.00,7267,,
40.00,7268,,
40.00,7269,,
45.00,7270,,
42.00,7271,,
37.00,7272,,
43.00,7273,,
43.00,7274,,
38.00,7275,,
42.00,7276,,
44.00,7277,,
40.00,7278,,
40.00,7279,,
41.00,7280,,
44.00,7281,,
38.00,7282,,
42.00,7283,,
40.00,7284,,
44.00,7285,,
39.00,7286,,
40.00,7287,,
42.00,7288,,
45.00,7289,,
38.00,7290,,
40.00,7291,,
46.00,7292,,
47.00,7293,,
41.00,7294,,
40.00,7295,,
45.00,7296,,
44.00,7297,,
45.00,7298,,
43.00,7299,,
43.00,7300,,
48.00,7301,,
38.00,7302,,
46.00,7303,,
42.00,7304,,
43.00,7305,,
40.00,7306,,
42.00,7307,,
40.00,7308,,
42.00,7309,,
40.00,7310,,
38.00,7311,,
40.00,7312,,
43.00,7313,,
39.00,7314,,
40.00,7315,,
44.00,7316,,
42.00,7317,,
41.00,7318,,
39.00,7319,,
44.00,7320,,
42.00,7321,,
41.00,7322,,
36.00,7323,,
45.00,7324,,
44.00,7325,,
39.00,7326,,
42.00,7327,,
41.00,7328,,
44.00,7329,,
41.00,7330,,
40.00,7331,,
45.00,7332,,
44.00,7333,,
39.00,7334,,
45.00,7335,,
43.00,7336,,
42.00,7337,,
43.00,7338,,
43.00,7339,,
38.00,7340,,
42.00,7341,,
41.00,7342,,
36.00,7343,,
40.00,7344,,
45.00,7345,,
39.00,7346,,
40.00,7347,,
44.00,7348,,
41.00,7349,,
39.00,7350,,
45.00,7351,,
43.00,7352,,
39.00,7353,,
44.00,7354,,
44.00,7355,,
39.00,7356,,
45.00,7357,,
43.00,7358,,
42.00,7359,,
40.00,7360,,
41.00,7361,,
43.00,7362,,
43.00,7363,,
41.00,7364,,
45.00,7365,,
44.00,7366,,
39.00,7367,,
42.00,7368,,
42.00,7369,,
40.00,7370,,
42.00,7371,,
46.00,7372,,
40.00,7373,,
40.00,7374,,
45.00,7375,,
40.00,7376,,
39.00,7377,,
42.00,7378,,
43.00,7379,,
39.00,7380,,
42.00,7381,,
43.00,7382,,
38.00,7383,,
30.00,7384,,
39.00,7385,,
41.00,7386,,
45.00,7387,,
39.00,7388,,
37.00,7389,,
43.00,7390,,
43.00,7391,,
37.00,7392,,
46.00,7393,,
41.00,7394,,
38.00,7395,,
44.00,7396,,
46.00,7397,,
39.00,7398,,
41.00,7399,,
46.00,7400,,
42.00,7401,,
39.00,7402,,
43.00,7403,,
43.00,7404,,
40.00,7405,,
45.00,7406,,
43.00,7407,,
38.00,7408,,
42.00,7409,,
44.00,7410,,
38.00,7411,,
41.00,7412,,
45.00,7413,,
36.00,7414,,
42.00,7415,,
43.00,7416,,
40.00,7417,,
39.00,7418,,
47.00,7419,,
42.00,7420,,
41.00,7421,,
45.00,7422,,
43.00,7423,,
38.00,7424,,
42.00,7425,,
44.00,7426,,
40.00,7427,,
42.00,7428,,
44.00,7429,,
40.00,7430,,
41.00,7431,,
48.00,7432,,
40.00,7433,,
39.00,7434,,
44.00,7435,,
43.00,7436,,
39.00,7437,,
44.00,7438,,
39.00,7439,,
41.00,7440,,
41.00,7441,,
45.00,7442,,
40.00,7443,,
42.00,7444,,
45.00,7445,,
44.00,7446,,
40.00,7447,,
38.00,7448,,
42.00,7449,,
41.00,7450,,
39.00,7451,,
39.00,7452,,
43.00,7453,,
41.00,7454,,
39.00,7455,,
37.00,7456,,
42.00,7457,,
43.00,7458,,
39.00,7459,,
43.00,7460,,
41.00,7461,,
44.00,7462,,
40.00,7463,,
42.00,7464,,
46.00,7465,,
48.00,7466,,
40.00,7467,,
39.00,7468,,
44.00,7469,,
41.00,7470,,
40.00,7471,,
40.00,7472,,
45.00,7473,,
38.00,7474,,
38.00,7475,,
38.00,7476,,
46.00,7477,,
42.00,7478,,
38.00,7479,,
43.00,7480,,
43.00,7481,,
43.00,7482,,
36.00,7483,,
41.00,7484,,
44.00,7485,,
45.00,7486,,
38.00,7487,,
44.00,7488,,
43.00,7489,,
40.00,7490,,
40.00,7491,,
38.00,7492,,
43.00,7493,,
41.00,7494,,
39.00,7495,,
40.00,7496,,
45.00,7497,,
40.00,7498,,
39.00,7499,,
44.00,7500,,
43.00,7501,,
42.00,7502,,
36.00,7503,,
44.00,7504,,
43.00,7505,,
40.00,7506,,
0.00,7507,,
0.00,7508,,
0.00,7509,,
0.00,7510,,
0.00,7511,,
0.00,7512,,
0.00,7513,,
0.00,7514,,
0.00,7515,,
0.00,7516,,
0.00,7517,,
0.00,7518,,
0.00,7519,,
0.00,7520,,
0.00,7521,,
0.00,7522,,
0.00,7523,,
0.00,7524,,
0.00,7525,,
0.00,7526,,
0.00,7527,,
0.00,7528,,
0.00,7529,,
0.00,7530,,
0.00,7531,,
0.00,7532,,
0.00,7533,,
0.00,7534,,
0.00,7535,,
0.00,7536,,
0.00,7537,,
0.00,7538,,
0.00,7539,,
0.00,7540,,
0.00,7541,,
0.00,7542,,
0.00,7543,,
0.00,7544,,
0.00,7545,,
0.00,7546,,
0.00,7547,,
0.00,7548,,
0.00,7549,,
0.00,7550,,
0.00,7551,,
0.00,7552,,
0.00,7553,,
0.00,7554,,
0.00,7555,,
0.00,7556,,
0.00,7557,,
0.00,7558,,
0.00,7559,,
0.00,7560,,
0.00,7561,,
0.00,7562,,
0.00,7563,,
0.00,7564,,
0.00,7565,,
0.00,7566,,
0.00,7567,,
0.00,7568,,
0.00,7569,,
0.00,7570,,
0.00,7571,,
0.00,7572,,
0.00,7573,,
0.00,7574,,
0.00,7575,,
0.00,7576,,
0.00,7577,,
0.00,7578,,
0.00,7579,,
0.00,7580,,
0.00,7581,,
0.00,7582,,
0.00,7583,,
0.00,7584,,
0.00,7585,,
0.00,7586,,
0.00,7587,,
0.00,7588,,
0.00,7589,,
0.00,7590,,
0.00,7591,,
0.00,7592,,
0.00,7593,,
0.00,7594,,
0.00,7595,,
0.00,7596,,
0.00,7597,,
0.00,7598,,
0.00,7599,,
0.00,7600,,
0.00,7601,,
0.00,7602,,
0.00,7603,,
0.00,7604,,
0.00,7605,,
0.00,7606,,
0.00,7607,,
0.00,7608,,
0.00,7609,,
0.00,7610,,
0.00,7611,,
0.00,7612,,
0.00,7613,,
0.00,7614,,
0.00,7615,,
0.00,7616,,
0.00,7617,,
0.00,7618,,
0.00,7619,,
0.00,7620,,
0.00,7621,,
0.00,7622,,
0.00,7623,,
0.00,7624,,
0.00,7625,,
0.00,7626,,
0.00,7627,,
0.00,7628,,
0.00,7629,,
0.00,7630,,
0.00,7631,,
0.00,7632,,
0.00,7633,,
0.00,7634,,
0.00,7635,,
0.00,7636,,
0.00,7637,,
0.00,7638,,
0.00,7639,,
0.00,7640,,
0.00,7641,,
0.00,7642,,
0.00,7643,,
0.00,7644,,
0.00,7645,,
0.00,7646,,
0.00,7647,,
0.00,7648,,
0.00,7649,,
0.00,7650,,
0.00,7651,,
0.00,7652,,
0.00,7653,,
0.00,7654,,
0.00,7655,,
0.00,7656,,
0.00,7657,,
0.00,7658,,
0.00,7659,,
0.00,7660,,
0.00,7661,,
0.00,7662,,
0.00,7663,,
0.00,7664,,
0.00,7665,,
0.00,7666,,
0.00,7667,,
0.00,7668,,
0.00,7669,,
0.00,7670,,
0.00,7671,,
0.00,7672,,
0.00,7673,,
0.00,7674,,
0.00,7675,,
0.00,7676,,
0.00,7677,,
0.00,7678,,
0.00,7679,,
0.00,7680,,
0.00,7681,,
0.00,7682,,
0.00,7683,,
0.00,7684,,
0.00,7685,,
0.00,7686,,
0.00,7687,,
0.00,7688,,
0.00,7689,,
0.00,7690,,
0.00,7691,,
0.00,7692,,
0.00,7693,,
0.00,7694,,
0.00,7695,,
0.00,7696,,
0.00,7697,,
0.00,7698,,
0.00,7699,,
0.00,7700,,
0.00,7701,,
0.00,7702,,
0.00,7703,,
0.00,7704,,
0.00,7705,,
0.00,7706,,
0.00,7707,,
0.00,7708,,
0.00,7709,,
0.00,7710,,
0.00,7711,,
0.00,7712,,
0.00,7713,,
0.00,7714,,
0.00,7715,,
0.00,7716,,
0.00,7717,,
0.00,7718,,
0.00,7719,,
0.00,7720,,
0.00,7721,,
0.00,7722,,
0.00,7723,,
0.00,7724,,
0.00,7725,,
0.00,7726,,
0.00,7727,,
0.00,7728,,
0.00,7729,,
0.00,7730,,
0.00,7731,,
0.00,7732,,
0.00,7733,,
0.00,7734,,
0.00,7735,,
0.00,7736,,
0.00,7737,,
0.00,7738,,
0.00,7739,,
0.00,7740,,
0.00,7741,,
0.00,7742,,
0.00,7743,,
0.00,7744,,
0.00,7745,,
0.00,7746,,
0.00,7747,,
0.00,7748,,
0.00,7749,,
0.00,7750,,
0.00,7751,,
0.00,7752,,
0.00,7753,,
0.00,7754,,
0.00,7755,,
0.00,7756,,
0.00,7757,,
0.00,7758,,
0.00,7759,,
0.00,7760,,
0.00,7761,,
0.00,7762,,
0.00,7763,,
0.00,7764,,
0.00,7765,,
0.00,7766,,
0.00,7767,,
0.00,7768,,
0.00,7769,,
0.00,7770,,
0.00,7771,,
0.00,7772,,
0.00,7773,,
0.00,7774,,
0.00,7775,,
0.00,7776,,
0.00,7777,,
0.00,7778,,
0.00,7779,,
0.00,7780,,
0.00,7781,,
0.00,7782,,
0.00,7783,,
0.00,7784,,
0.00,7785,,
0.00,7786,,
0.00,7787,,
0.00,7788,,
0.00,7789,,
0.00,7790,,
0.00,7791,,
0.00,7792,,
0.00,7793,,
0.00,7794,,
0.00,7795,,
0.00,7796,,
0.00,7797,,
0.00,7798,,
0.00,7799,,
0.00,7800,,
0.00,7801,,
0.00,7802,,
0.00,7803,,
0.00,7804,,
0.00,7805,,
0.00,7806,,
0.00,7807,,
0.00,7808,,
0.00,7809,,
0.00,7810,,
0.00,7811,,
0.00,7812,,
0.00,7813,,
0.00,7814,,
0.00,7815,,
0.00,7816,,
0.00,7817,,
0.00,7818,,
0.00,7819,,
0.00,7820,,
0.00,7821,,
0.00,7822,,
0.00,7823,,
0.00,7824,,
0.00,7825,,
0.00,7826,,
0.00,7827,,
0.00,7828,,
0.00,7829,,
0.00,7830,,
0.00,7831,,
0.00,7832,,
0.00,7833,,
0.00,7834,,
0.00,7835,,
0.00,7836,,
0.00,7837,,
0.00,7838,,
0.00,7839,,
0.00,7840,,
0.00,7841,,
0.00,7842,,
0.00,7843,,
0.00,7844,,
0.00,7845,,
0.00,7846,,
0.00,7847,,
0.00,7848,,
0.00,7849,,
0.00,7850,,
0.00,7851,,
0.00,7852,,
0.00,7853,,
0.00,7854,,
0.00,7855,,
0.00,7856,,
0.00,7857,,
0.00,7858,,
0.00,7859,,
0.00,7860,,
0.00,7861,,
0.00,7862,,
0.00,7863,,
42.00,7864,,
42.00,7865,,
43.00,7866,,
43.00,7867,,
39.00,7868,,
39.00,7869,,
42.00,7870,,
39.00,7871,,
40.00,7872,,
41.00,7873,,
42.00,7874,,
40.00,7875,,
44.00,7876,,
42.00,7877,,
40.00,7878,,
41.00,7879,,
43.00,7880,,
44.00,7881,,
38.00,7882,,
42.00,7883,,
45.00,7884,,
38.00,7885,,
41.00,7886,,
39.00,7887,,
44.00,7888,,
40.00,7889,,
41.00,7890,,
40.00,7891,,
44.00,7892,,
41.00,7893,,
41.00,7894,,
44.00,7895,,
43.00,7896,,
42.00,7897,,
38.00,7898,,
42.00,7899,,
42.00,7900,,
42.00,7901,,
34.00,7902,,
44.00,7903,,
45.00,7904,,
40.00,7905,,
37.00,7906,,
41.00,7907,,
43.00,7908,,
40.00,7909,,
41.00,7910,,
43.00,7911,,
46.00,7912,,
40.00,7913,,
38.00,7914,,
44.00,7915,,
44.00,7916,,
42.00,7917,,
38.00,7918,,
46.00,7919,,
40.00,7920,,
43.00,7921,,
39.00,7922,,
44.00,7923,,
41.00,7924,,
38.00,7925,,
40.00,7926,,
41.00,7927,,
43.00,7928,,
40.00,7929,,
38.00,7930,,
40.00,7931,,
43.00,7932,,
39.00,7933,,
39.00,7934,,
45.00,7935,,
43.00,7936,,
38.00,7937,,
39.00,7938,,
42.00,7939,,
41.00,7940,,
39.00,7941,,
40.00,7942,,
44.00,7943,,
41.00,7944,,
38.00,7945,,
39.00,7946,,
42.00,7947,,
44.00,7948,,
40.00,7949,,
43.00,7950,,
43.00,7951,,
46.00,7952,,
39.00,7953,,
43.00,7954,,
43.00,7955,,
45.00,7956,,
38.00,7957,,
44.00,7958,,
39.00,7959,,
44.00,7960,,
41.00,7961,,
37.00,7962,,
44.00,7963,,
42.00,7964,,
37.00,7965,,
44.00,7966,,
43.00,7967,,
41.00,7968,,
41.00,7969,,
44.00,7970,,
40.00,7971,,
39.00,7972,,
43.00,7973,,
37.00,7974,,
41.00,7975,,
40.00,7976,,
42.00,7977,,
43.00,7978,,
39.00,7979,,
41.00,7980,,
44.00,7981,,
40.00,7982,,
44.00,7983,,
44.00,7984,,
40.00,7985,,
39.00,7986,,
44.00,7987,,
45.00,7988,,
38.00,7989,,
41.00,7990,,
38.00,7991,,
42.00,7992,,
39.00,7993,,
39.00,7994,,
44.00,7995,,
38.00,7996,,
41.00,7997,,
43.00,7998,,
38.00,7999,,
41.00,8000,,
40.00,8001,,
40.00,8002,,
41.00,8003,,
44.00,8004,,
40.00,8005,,
39.00,8006,,
43.00,8007,,
40.00,8008,,
39.00,8009,,
44.00,8010,,
42.00,8011,,
39.00,8012,,
40.00,8013,,
41.00,8014,,
38.00,8015,,
41.00,8016,,
44.00,8017,,
40.00,8018,,
39.00,8019,,
44.00,8020,,
41.00,8021,,
38.00,8022,,
42.00,8023,,
41.00,8024,,
39.00,8025,,
42.00,8026,,
41.00,8027,,
36.00,8028,,
42.00,8029,,
44.00,8030,,
38.00,8031,,
39.00,8032,,
43.00,8033,,
40.00,8034,,
41.00,8035,,
43.00,8036,,
42.00,8037,,
39.00,8038,,
43.00,8039,,
42.00,8040,,
37.00,8041,,
41.00,8042,,
41.00,8043,,
37.00,8044,,
39.00,8045,,
40.00,8046,,
40.00,8047,,
39.00,8048,,
42.00,8049,,
41.00,8050,,
40.00,8051,,
44.00,8052,,
40.00,8053,,
42.00,8054,,
37.00,8055,,
43.00,8056,,
41.00,8057,,
39.00,8058,,
37.00,8059,,
41.00,8060,,
47.00,8061,,
37.00,8062,,
40.00,8063,,
40.00,8064,,
43.00,8065,,
42.00,8066,,
46.00,8067,,
44.00,8068,,
44.00,8069,,
39.00,8070,,
41.00,8071,,
44.00,8072,,
43.00,8073,,
39.00,8074,,
40.00,8075,,
44.00,8076,,
42.00,8077,,
38.00,8078,,
39.00,8079,,
45.00,8080,,
43.00,8081,,
37.00,8082,,
43.00,8083,,
41.00,8084,,
43.00,8085,,
40.00,8086,,
40.00,8087,,
42.00,8088,,
45.00,8089,,
33.00,8090,,
40.00,8091,,
45.00,8092,,
38.00,8093,,
39.00,8094,,
38.00,8095,,
44.00,8096,,
42.00,8097,,
38.00,8098,,
38.00,8099,,
43.00,8100,,
42.00,8101,,
37.00,8102,,
42.00,8103,,
43.00,8104,,
45.00,8105,,
38.00,8106,,
41.00,8107,,
43.00,8108,,
41.00,8109,,
37.00,8110,,
43.00,8111,,
44.00,8112,,
40.00,8113,,
37.00,8114,,
40.00,8115,,
45.00,8116,,
39.00,8117,,
40.00,8118,,
39.00,8119,,
44.00,8120,,
39.00,8121,,
37.00,8122,,
42.00,8123,,
45.00,8124,,
40.00,8125,,
37.00,8126,,
42.00,8127,,
42.00,8128,,
43.00,8129,,
38.00,8130,,
41.00,8131,,
46.00,8132,,
37.00,8133,,
37.00,8134,,
40.00,8135,,
43.00,8136,,
38.00,8137,,
39.00,8138,,
40.00,8139,,
45.00,8140,,
39.00,8141,,
40.00,8142,,
44.00,8143,,
44.00,8144,,
40.00,8145,,
40.00,8146,,
44.00,8147,,
41.00,8148,,
41.00,8149,,
38.00,8150,,
43.00,8151,,
39.00,8152,,
39.00,8153,,
36.00,8154,,
44.00,8155,,
42.00,8156,,
36.00,8157,,
44.00,8158,,
42.00,8159,,
44.00,8160,,
37.00,8161,,
41.00,8162,,
44.00,8163,,
44.00,8164,,
39.00,8165,,
39.00,8166,,
45.00,8167,,
40.00,8168,,
41.00,8169,,
38.00,8170,,
43.00,8171,,
39.00,8172,,
39.00,8173,,
41.00,8174,,
46.00,8175,,
41.00,8176,,
38.00,8177,,
41.00,8178,,
44.00,8179,,
41.00,8180,,
40.00,8181,,
40.00,8182,,
42.00,8183,,
44.00,8184,,
43.00,8185,,
40.00,8186,,
43.00,8187,,
39.00,8188,,
37.00,8189,,
35.00,8190,,
44.00,8191,,
38.00,8192,,
38.00,8193,,
39.00,8194,,
40.00,8195,,
41.00,8196,,
36.00,8197,,
43.00,8198,,
40.00,8199,,
41.00,8200,,
40.00,8201,,
41.00,8202,,
44.00,8203,,
37.00,8204,,
39.00,8205,,
41.00,8206,,
43.00,8207,,
37.00,8208,,
34.00,8209,,
41.00,8210,,
44.00,8211,,
41.00,8212,,
40.00,8213,,
39.00,8214,,
41.00,8215,,
40.00,8216,,
38.00,8217,,
43.00,8218,,
40.00,8219,,
39.00,8220,,
35.00,8221,,
42.00,8222,,
39.00,8223,,
43.00,8224,,
36.00,8225,,
41.00,8226,,
41.00,8227,,
32.00,8228,,
37.00,8229,,
42.00,8230,,
43.00,8231,,
36.00,8232,,
39.00,8233,,
40.00,8234,,
41.00,8235,,
38.00,8236,,
37.00,8237,,
42.00,8238,,
41.00,8239,,
38.00,8240,,
36.00,8241,,
42.00,8242,,
40.00,8243,,
42.00,8244,,
39.00,8245,,
41.00,8246,,
40.00,8247,,
36.00,8248,,
37.00,8249,,
42.00,8250,,
40.00,8251,,
34.00,8252,,
35.00,8253,,
39.00,8254,,
40.00,8255,,
35.00,8256,,
39.00,8257,,
42.00,8258,,
42.00,8259,,
37.00,8260,,
37.00,8261,,
45.00,8262,,
40.00,8263,,
39.00,8264,,
39.00,8265,,
42.00,8266,,
41.00,8267,,
38.00,8268,,
38.00,8269,,
43.00,8270,,
42.00,8271,,
36.00,8272,,
41.00,8273,,
41.00,8274,,
43.00,8275,,
37.00,8276,,
40.00,8277,,
44.00,8278,,
43.00,8279,,
37.00,8280,,
39.00,8281,,
40.00,8282,,
37.00,8283,,
38.00,8284,,
39.00,8285,,
43.00,8286,,
40.00,8287,,
37.00,8288,,
36.00,8289,,
43.00,8290,,
39.00,8291,,
33.00,8292,,
44.00,8293,,
42.00,8294,,
39.00,8295,,
35.00,8296,,
41.00,8297,,
42.00,8298,,
39.00,8299,,
36.00,8300,,
41.00,8301,,
42.00,8302,,
36.00,8303,,
37.00,8304,,
36.00,8305,,
38.00,8306,,
40.00,8307,,
43.00,8308,,
39.00,8309,,
39.00,8310,,
42.00,8311,,
41.00,8312,,
36.00,8313,,
43.00,8314,,
37.00,8315,,
37.00,8316,,
40.00,8317,,
36.00,8318,,
29.00,8319,,
40.00,8320,,
39.00,8321,,
37.00,8322,,
40.00,8323,,
39.00,8324,,
37.00,8325,,
40.00,8326,,
40.00,8327,,
35.00,8328,,
42.00,8329,,
43.00,8330,,
37.00,8331,,
39.00,8332,,
41.00,8333,,
37.00,8334,,
36.00,8335,,
41.00,8336,,
41.00,8337,,
38.00,8338,,
41.00,8339,,
42.00,8340,,
40.00,8341,,
42.00,8342,,
40.00,8343,,
37.00,8344,,
39.00,8345,,
43.00,8346,,
37.00,8347,,
39.00,8348,,
43.00,8349,,
39.00,8350,,
35.00,8351,,
0.00,8352,,
0.00,8353,,
0.00,8354,,
0.00,8355,,
0.00,8356,,
0.00,8357,,
0.00,8358,,
0.00,8359,,
0.00,8360,,
0.00,8361,,
0.00,8362,,
0.00,8363,,
0.00,8364,,
0.00,8365,,
0.00,8366,,
0.00,8367,,
0.00,8368,,
0.00,8369,,
0.00,8370,,
0.00,8371,,
0.00,8372,,
0.00,8373,,
0.00,8374,,
0.00,8375,,
0.00,8376,,
0.00,8377,,
0.00,8378,,
0.00,8379,,
0.00,8380,,
0.00,8381,,
0.00,8382,,
0.00,8383,,
0.00,8384,,
0.00,8385,,
0.00,8386,,
0.00,8387,,
0.00,8388,,
0.00,8389,,
0.00,8390,,
0.00,8391,,
0.00,8392,,
0.00,8393,,
0.00,8394,,
0.00,8395,,
0.00,8396,,
0.00,8397,,
0.00,8398,,
0.00,8399,,
0.00,8400,,
0.00,8401,,
0.00,8402,,
0.00,8403,,
0.00,8404,,
0.00,8405,,
0.00,8406,,
0.00,8407,,
0.00,8408,,
0.00,8409,,
0.00,8410,,
0.00,8411,,
0.00,8412,,
0.00,8413,,
0.00,8414,,
0.00,8415,,
0.00,8416,,
0.00,8417,,
0.00,8418,,
0.00,8419,,
0.00,8420,,
0.00,8421,,
0.00,8422,,
0.00,8423,,
0.00,8424,,
0.00,8425,,
0.00,8426,,
0.00,8427,,
0.00,8428,,
0.00,8429,,
0.00,8430,,
0.00,8431,,
0.00,8432,,
0.00,8433,,
0.00,8434,,
0.00,8435,,
0.00,8436,,
0.00,8437,,
0.00,8438,,
0.00,8439,,
0.00,8440,,
0.00,8441,,
0.00,8442,,
0.00,8443,,
0.00,8444,,
0.00,8445,,
0.00,8446,,
0.00,8447,,
0.00,8448,,
0.00,8449,,
0.00,8450,,
0.00,8451,,
0.00,8452,,
0.00,8453,,
0.00,8454,,
0.00,8455,,
0.00,8456,,
0.00,8457,,
0.00,8458,,
0.00,8459,,
0.00,8460,,
0.00,8461,,
0.00,8462,,
0.00,8463,,
0.00,8464,,
0.00,8465,,
0.00,8466,,
0.00,8467,,
0.00,8468,,
0.00,8469,,
0.00,8470,,
0.00,8471,,
0.00,8472,,
0.00,8473,,
0.00,8474,,
0.00,8475,,
0.00,8476,,
0.00,8477,,
0.00,8478,,
0.00,8479,,
0.00,8480,,
0.00,8481,,
0.00,8482,,
0.00,8483,,
0.00,8484,,
0.00,8485,,
0.00,8486,,
0.00,8487,,
0.00,8488,,
0.00,8489,,
0.00,8490,,
0.00,8491,,
0.00,8492,,
0.00,8493,,
0.00,8494,,
0.00,8495,,
0.00,8496,,
0.00,8497,,
0.00,8498,,
0.00,8499,,
0.00,8500,,
0.00,8501,,
0.00,8502,,
0.00,8503,,
0.00,8504,,
0.00,8505,,
0.00,8506,,
0.00,8507,,
0.00,8508,,
0.00,8509,,
0.00,8510,,
0.00,8511,,
0.00,8512,,
0.00,8513,,
0.00,8514,,
0.00,8515,,
0.00,8516,,
0.00,8517,,
0.00,8518,,
0.00,8519,,
0.00,8520,,
0.00,8521,,
0.00,8522,,
0.00,8523,,
0.00,8524,,
0.00,8525,,
0.00,8526,,
0.00,8527,,
0.00,8528,,
0.00,8529,,
0.00,8530,,
38.00,8531,,
40.00,8532,,
35.00,8533,,
41.00,8534,,
40.00,8535,,
43.00,8536,,
38.00,8537,,
36.00,8538,,
45.00,8539,,
39.00,8540,,
40.00,8541,,
38.00,8542,,
38.00,8543,,
42.00,8544,,
39.00,8545,,
37.00,8546,,
42.00,8547,,
42.00,8548,,
37.00,8549,,
43.00,8550,,
41.00,8551,,
39.00,8552,,
41.00,8553,,
35.00,8554,,
40.00,8555,,
38.00,8556,,
45.00,8557,,
39.00,8558,,
38.00,8559,,
41.00,8560,,
40.00,8561,,
39.00,8562,,
42.00,8563,,
40.00,8564,,
39.00,8565,,
41.00,8566,,
44.00,8567,,
37.00,8568,,
41.00,8569,,
40.00,8570,,
38.00,8571,,
39.00,8572,,
43.00,8573,,
40.00,8574,,
39.00,8575,,
42.00,8576,,
40.00,8577,,
36.00,8578,,
40.00,8579,,
43.00,8580,,
34.00,8581,,
37.00,8582,,
44.00,8583,,
36.00,8584,,
37.00,8585,,
42.00,8586,,
38.00,8587,,
36.00,8588,,
43.00,8589,,
41.00,8590,,
36.00,8591,,
40.00,8592,,
42.00,8593,,
38.00,8594,,
41.00,8595,,
42.00,8596,,
37.00,8597,,
40.00,8598,,
41.00,8599,,
39.00,8600,,
38.00,8601,,
43.00,8602,,
42.00,8603,,
35.00,8604,,
43.00,8605,,
41.00,8606,,
36.00,8607,,
37.00,8608,,
39.00,8609,,
47.00,8610,,
38.00,8611,,
40.00,8612,,
42.00,8613,,
43.00,8614,,
39.00,8615,,
39.00,8616,,
44.00,8617,,
43.00,8618,,
41.00,8619,,
39.00,8620,,
41.00,8621,,
40.00,8622,,
41.00,8623,,
39.00,8624,,
43.00,8625,,
44.00,8626,,
38.00,8627,,
37.00,8628,,
43.00,8629,,
42.00,8630,,
36.00,8631,,
41.00,8632,,
42.00,8633,,
45.00,8634,,
38.00,8635,,
40.00,8636,,
44.00,8637,,
42.00,8638,,
39.00,8639,,
44.00,8640,,
32.00,8641,,
39.00,8642,,
43.00,8643,,
41.00,8644,,
38.00,8645,,
42.00,8646,,
44.00,8647,,
35.00,8648,,
41.00,8649,,
43.00,8650,,
38.00,8651,,
39.00,8652,,
46.00,8653,,
38.00,8654,,
40.00,8655,,
43.00,8656,,
41.00,8657,,
40.00,8658,,
41.00,8659,,
41.00,8660,,
36.00,8661,,
41.00,8662,,
44.00,8663,,
37.00,8664,,
40.00,8665,,
41.00,8666,,
38.00,8667,,
42.00,8668,,
44.00,8669,,
38.00,8670,,
40.00,8671,,
43.00,8672,,
44.00,8673,,
38.00,8674,,
41.00,8675,,
44.00,8676,,
36.00,8677,,
40.00,8678,,
44.00,8679,,
40.00,8680,,
46.00,8681,,
45.00,8682,,
36.00,8683,,
40.00,8684,,
44.00,8685,,
40.00,8686,,
38.00,8687,,
43.00,8688,,
41.00,8689,,
39.00,8690,,
41.00,8691,,
41.00,8692,,
40.00,8693,,
41.00,8694,,
42.00,8695,,
40.00,8696,,
39.00,8697,,
42.00,8698,,
40.00,8699,,
39.00,8700,,
43.00,8701,,
43.00,8702,,
39.00,8703,,
42.00,8704,,
45.00,8705,,
36.00,8706,,
44.00,8707,,
44.00,8708,,
39.00,8709,,
40.00,8710,,
46.00,8711,,
41.00,8712,,
40.00,8713,,
45.00,8714,,
42.00,8715,,
41.00,8716,,
45.00,8717,,
44.00,8718,,
39.00,8719,,
42.00,8720,,
44.00,8721,,
40.00,8722,,
40.00,8723,,
43.00,8724,,
39.00,8725,,
38.00,8726,,
43.00,8727,,
39.00,8728,,
37.00,8729,,
41.00,8730,,
41.00,8731,,
37.00,8732,,
43.00,8733,,
40.00,8734,,
38.00,8735,,
43.00,8736,,
42.00,8737,,
38.00,8738,,
42.00,8739,,
44.00,8740,,
39.00,8741,,
39.00,8742,,
42.00,8743,,
41.00,8744,,
39.00,8745,,
45.00,8746,,
42.00,8747,,
38.00,8748,,
43.00,8749,,
45.00,8750,,
39.00,8751,,
43.00,8752,,
46.00,8753,,
39.00,8754,,
42.00,8755,,
40.00,8756,,
41.00,8757,,
43.00,8758,,
43.00,8759,,
41.00,8760,,
38.00,8761,,
42.00,8762,,
41.00,8763,,
36.00,8764,,
42.00,8765,,
44.00,8766,,
42.00,8767,,
37.00,8768,,
43.00,8769,,
